ScrapeDate,Incident,Type,State,Size,Updated,CurrentAsOf,IncidentTimeZone,IncidentType,Cause,DateOfOrigin,Location,IncidentCommander,Coordinates,Latitude,Longitude,TotalPersonnel,ContainmentPercent
2025-08-05,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","2 days 15 hours ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-06,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","3 days 15 hours ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-07,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","4 days 15 hours ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-08,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","5 days 15 hours ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-09,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","6 days 21 hours ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-10,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-11,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week 1 day ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-12,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week 2 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-13,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week 3 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-14,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week 4 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-15,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week 5 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-16,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","1 week 6 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-17,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","2 weeks ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-18,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","2 weeks 1 day ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-19,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","2 weeks 2 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-20,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","2 weeks 3 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
2025-08-21,"2025 Marble Complex - CAKNF","Wildfire","California","747 Acres","2 weeks 4 days ago","Sat, 08/02/2025 - 20:11","","Wildfire","Lightning","Mon, 06/30/2025 - 17:00","Klamath National Forest","California Complex Interagency Incident Management Team 9
Incident Commanders: Clint Gould, James Snow and Jeff Crandall (T)","41° 31' 19.22'', -123° 8' 53.78 ''","41° 31' 19.22''","-123° 8' 53.78 ''","293","100%"
