ScrapeDate,Incident,Type,State,Size,Updated,CurrentAsOf,IncidentTimeZone,IncidentType,Cause,DateOfOrigin,Location,IncidentCommander,Coordinates,Latitude,Longitude,TotalPersonnel,ContainmentPercent
2025-08-26,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 2 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-08-27,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 2 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-08-28,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 2 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-08-29,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 2 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-08-30,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 2 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-08-31,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 3 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-09-01,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 3 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-09-02,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 3 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-09-03,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 3 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
2025-09-04,"Paradise Fire - NMGNF","Wildfire","New Mexico","727 Acres","2 months 3 weeks ago","Mon, 06/09/2025 - 12:55","","Wildfire","Human","Mon, 05/26/2025 - 18:56","13 miles south of Quemado, New Mexico","Xavier De La Torre IC5
Diego Abeyta IC5(t)","34° 08' 46.7'', -108° 28' 43.4 ''","34° 08' 46.7''","-108° 28' 43.4 ''","115","92%"
